coddepto,departamento,a_o,biol_gico,cobertura_de_vacunaci_n,indicator1_statename,indicator1,indicator1_1,indicator1_2,indicator1_3,indicator1_4,indicator1_5
73,Tolima,2022,BCG - Antituberculosa Recién Nacido,0.8319,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
76,Valle del Cauca,2022,BCG - Antituberculosa Recién Nacido,0.7849,IndicatorState1,0,49.99,80,89.99,90,94.99
81,Arauca,2022,BCG - Antituberculosa Recién Nacido,0.9016,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
85,Casanare,2022,BCG - Antituberculosa Recién Nacido,0.906,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
86,Putumayo,2022,BCG - Antituberculosa Recién Nacido,0.9107,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
88,Archipiélago de San Andrés Providencia y Santa Catalina,2022,BCG - Antituberculosa Recién Nacido,0.8666,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
91,Amazonas,2022,BCG - Antituberculosa Recién Nacido,0.7366,IndicatorState1,0,49.99,80,89.99,90,94.99
94,Guainía,2022,BCG - Antituberculosa Recién Nacido,1.4111,IndicatorState3,0,49.99,80,89.99,90,94.99
95,Guaviare,2022,BCG - Antituberculosa Recién Nacido,0.9607,IndicatorState2,0,49.99,80,89.99,90,94.99
97,Vaupés,2022,BCG - Antituberculosa Recién Nacido,1.1443,IndicatorState3,0,49.99,80,89.99,90,94.99
99,Vichada,2022,BCG - Antituberculosa Recién Nacido,1.0619,IndicatorState3,0,49.99,80,89.99,90,94.99
05,Antioquia,2022,PENTA3,0.8753,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
08,Atlántico,2022,PENTA3,0.9997,IndicatorState2,0,49.99,80,89.99,90,94.99
11,Bogotá  D.C.,2022,PENTA3,0.7094,IndicatorState1,0,49.99,80,89.99,90,94.99
13,Bolívar,2022,PENTA3,0.9435,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
15,Boyacá,2022,PENTA3,0.8974,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
17,Caldas,2022,PENTA3,0.8738,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
18,Caquetá,2022,PENTA3,0.8391,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
19,Cauca,2022,PENTA3,0.9393,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
20,Cesar,2022,PENTA3,0.9158,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
23,Córdoba,2022,PENTA3,0.9297,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
25,Cundinamarca,2022,PENTA3,0.8494,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
27,Chocó,2022,PENTA3,0.7756,IndicatorState1,0,49.99,80,89.99,90,94.99
54,Norte de Santander,2022,PENTA3,0.9033,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
63,Quindio,2022,PENTA3,0.863,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
66,Risaralda,2022,PENTA3,0.9014,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
68,Santander,2022,PENTA3,0.83,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
70,Sucre,2022,PENTA3,0.8619,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
73,Tolima,2022,PENTA3,0.8926,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
76,Valle del Cauca,2022,PENTA3,0.9386,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
81,Arauca,2022,PENTA3,0.9076,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
85,Casanare,2022,PENTA3,0.9334,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
86,Putumayo,2022,PENTA3,0.9763,IndicatorState2,0,49.99,80,89.99,90,94.99
88,Archipiélago de San Andrés Providencia y Santa Catalina,2022,PENTA3,0.8941,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
91,Amazonas,2022,PENTA3,0.7813,IndicatorState1,0,49.99,80,89.99,90,94.99
94,Guainía,2022,PENTA3,0.8644,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
95,Guaviare,2022,PENTA3,0.9673,IndicatorState2,0,49.99,80,89.99,90,94.99
97,Vaupés,2022,PENTA3,0.8857,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
99,Vichada,2022,PENTA3,0.712,IndicatorState1,0,49.99,80,89.99,90,94.99
05,Antioquia,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
08,Atlántico,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
11,Bogotá  D.C.,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
13,Bolívar,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
15,Boyacá,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
17,Caldas,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
18,Caquetá,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
19,Cauca,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
20,Cesar,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
23,Córdoba,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
25,Cundinamarca,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
27,Chocó,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
41,Huila,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
44,La Guajira,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
47,Magdalena,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
50,Meta,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
52,Nariño,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
54,Norte de Santander,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
63,Quindio,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
66,Risaralda,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
68,Santander,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
70,Sucre,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
73,Tolima,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
76,Valle del Cauca,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
81,Arauca,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
85,Casanare,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
86,Putumayo,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
88,Archipiélago de San Andrés Providencia y Santa Catalina,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
91,Amazonas,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
94,Guainía,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
95,Guaviare,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
97,Vaupés,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
99,Vichada,2022,N2D  Neumococo Mayor a 1 Año 2a. Dosis,0.00,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99
05,Antioquia,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9064,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
08,Atlántico,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9468,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
11,Bogotá D.C.,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.6935,IndicatorState1,0,49.99,80,89.99,90,94.99
13,Bolívar,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9127,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
15,Boyacá,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8545,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
17,Caldas,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8511,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
18,Caquetá,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9192,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
19,Cauca,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9371,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
20,Cesar,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9674,IndicatorState2,0,49.99,80,89.99,90,94.99
23,Córdoba,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.949,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
25,Cundinamarca,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8327,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
27,Chocó,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9809,IndicatorState2,0,49.99,80,89.99,90,94.99
41,Huila,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9129,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
44,La Guajira,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,1.0085,IndicatorState3,0,49.99,80,89.99,90,94.99
47,Magdalena,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9749,IndicatorState2,0,49.99,80,89.99,90,94.99
50,Meta,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.891,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
52,Nariño,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8487,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
54,Norte de Santander,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9057,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
63,Quindio,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8355,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
66,Risaralda,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9054,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
68,Santander,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8425,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
70,Sucre,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9163,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
73,Tolima,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8744,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
76,Valle del Cauca,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9435,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
81,Arauca,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9376,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
85,Casanare,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9463,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
86,Putumayo,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9937,IndicatorState2,0,49.99,80,89.99,90,94.99
88,Archipiélago de San Andrés Providencia y Santa Catalina,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8639,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
91,Amazonas,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7711,IndicatorState1,0,49.99,80,89.99,90,94.99
94,Guainía,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9519,IndicatorState2,0,49.99,80,89.99,90,94.99
95,Guaviare,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9679,IndicatorState2,0,49.99,80,89.99,90,94.99
97,Vaupés,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,1.0429,IndicatorState3,0,49.99,80,89.99,90,94.99
99,Vichada,2022,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9918,IndicatorState2,0,49.99,80,89.99,90,94.99
05,Antioquia,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8388,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
08,Atlántico,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8947,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
11,Bogotá D.C.,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8282,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
13,Bolívar,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8018,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
15,Boyacá,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9432,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
17,Caldas,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8935,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
18,Caquetá,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.827,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
19,Cauca,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,1.0215,IndicatorState3,0,49.99,80,89.99,90,94.99
20,Cesar,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7929,IndicatorState1,0,49.99,80,89.99,90,94.99
23,Córdoba,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8973,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
25,Cundinamarca,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8693,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
27,Chocó,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7084,IndicatorState1,0,49.99,80,89.99,90,94.99
41,Huila,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8847,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
44,La Guajira,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7327,IndicatorState1,0,49.99,80,89.99,90,94.99
47,Magdalena,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8303,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
50,Meta,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7886,IndicatorState1,0,49.99,80,89.99,90,94.99
52,Nariño,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8392,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
54,Norte de Santander,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.791,IndicatorState1,0,49.99,80,89.99,90,94.99
63,Quindio,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8385,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
66,Risaralda,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8107,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
68,Santander,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7839,IndicatorState1,0,49.99,80,89.99,90,94.99
70,Sucre,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8606,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
73,Tolima,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8148,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
76,Valle del Cauca,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9024,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
81,Arauca,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8788,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
85,Casanare,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8915,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99
86,Putumayo,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9422,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
88,Archipiélago de San Andrés Providencia y Santa Catalina,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7407,IndicatorState1,0,49.99,80,89.99,90,94.99
91,Amazonas,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7298,IndicatorState1,0,49.99,80,89.99,90,94.99
94,Guainía,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.6621,IndicatorState1,0,49.99,80,89.99,90,94.99
95,Guaviare,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9422,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99
97,Vaupés,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.6316,IndicatorState1,0,49.99,80,89.99,90,94.99
99,Vichada,2022,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.6011,IndicatorState1,0,49.99,80,89.99,90,94.99
